   0.0000000000000000       7.55190849304199236E-006
   40.000000000000000       1.37895345687866208E-005
   80.000000000000000       3.32385301589965807E-005
   120.00000000000000       6.58005475997924832E-005
   160.00000000000000       1.10611319541931152E-004
   200.00000000000000       1.69035792350769032E-004
   240.00000000000000       2.39625573158264160E-004
   280.00000000000000       3.18849086761474588E-004
   320.00000000000000       4.07436490058898904E-004
   360.00000000000000       5.73313236236572287E-004
   400.00000000000000       7.06025958061218240E-004
   440.00000000000000       8.49950313568115191E-004
   480.00000000000000       1.00622475147247323E-003
   520.00000000000000       1.17928683757781991E-003
   560.00000000000000       1.36280059814453125E-003
   600.00000000000000       1.56917572021484384E-003
   640.00000000000000       1.77165269851684579E-003
   680.00000000000000       2.01811194419860857E-003
   720.00000000000000       2.23731398582458505E-003
   760.00000000000000       2.49328911304473860E-003
   800.00000000000000       2.75761187076568621E-003
   840.00000000000000       3.04458737373352033E-003
   880.00000000000000       3.33997309207916242E-003
   920.00000000000000       3.65326404571533194E-003
   960.00000000000000       3.99593710899353010E-003
